75ECSV 	
// AQ6375E OPTICAL SPECTRUM ANALYZER //
40
"CTRWL",1575.000000
"SPAN", 250.000000
"START WL",1450.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-41.2
"LSCL",10.0
"RESLN",2.000
"CUSTOM RES",0
"AVG",   5
"SMPLAUTO",      0
"SMPL",        626
"SMPLINTVL",0.4000
"NORMAL"
"SENS LEVEL",-66.0
"MEAS"
"LSUNT",1
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"MEASWL",1
"MODELNAME",AQ6375E
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESCAL0_0",   9977
"RESCAL0_1",      0
"RESCAL0_2",      0
"RESCAL1_0",   9977
"RESCAL1_1",      0
"RESCAL1_2",      0









"[TRACE DATA]"
1450.0000,-210.000
1450.4000, -77.227
1450.8000,-210.000
1451.2000,-210.000
1451.6000, -77.413
1452.0000, -92.060
1452.4000,-210.000
1452.8000, -82.313
1453.2000, -82.022
1453.6000,-210.000
1454.0000,-210.000
1454.4000,-210.000
1454.8000, -80.112
1455.2000,-210.000
1455.6000, -87.185
1456.0000,-210.000
1456.4000, -78.957
1456.8000, -81.421
1457.2000,-210.000
1457.6000,-210.000
1458.0000,-210.000
1458.4000,-210.000
1458.8000, -80.361
1459.2000, -76.491
1459.6000,-210.000
1460.0000, -78.254
1460.4000,-210.000
1460.8000,-210.000
1461.2000, -85.483
1461.6000, -81.028
1462.0000,-210.000
1462.4000, -77.801
1462.8000,-210.000
1463.2000,-210.000
1463.6000,-210.000
1464.0000, -84.515
1464.4000,-210.000
1464.8000,-210.000
1465.2000,-210.000
1465.6000,-210.000
1466.0000,-210.000
1466.4000, -78.368
1466.8000,-210.000
1467.2000, -82.362
1467.6000, -77.855
1468.0000, -79.719
1468.4000,-210.000
1468.8000, -80.959
1469.2000, -80.662
1469.6000, -82.227
1470.0000,-210.000
1470.4000,-210.000
1470.8000,-210.000
1471.2000,-210.000
1471.6000,-210.000
1472.0000, -76.512
1472.4000,-210.000
1472.8000,-210.000
1473.2000,-210.000
1473.6000,-210.000
1474.0000,-210.000
1474.4000,-210.000
1474.8000, -86.225
1475.2000,-210.000
1475.6000,-210.000
1476.0000, -80.729
1476.4000,-210.000
1476.8000,-210.000
1477.2000, -79.585
1477.6000,-210.000
1478.0000, -86.744
1478.4000,-210.000
1478.8000, -78.390
1479.2000, -75.616
1479.6000, -80.055
1480.0000,-210.000
1480.4000,-210.000
1480.8000, -77.371
1481.2000, -76.682
1481.6000, -79.788
1482.0000,-210.000
1482.4000, -84.462
1482.8000,-210.000
1483.2000, -82.854
1483.6000,-210.000
1484.0000, -78.191
1484.4000, -75.507
1484.8000,-210.000
1485.2000,-210.000
1485.6000,-210.000
1486.0000,-210.000
1486.4000,-210.000
1486.8000, -81.117
1487.2000,-210.000
1487.6000,-210.000
1488.0000,-210.000
1488.4000, -92.989
1488.8000, -77.745
1489.2000,-210.000
1489.6000,-210.000
1490.0000, -79.418
1490.4000, -78.415
1490.8000, -80.607
1491.2000,-210.000
1491.6000, -82.006
1492.0000,-210.000
1492.4000, -85.096
1492.8000, -80.268
1493.2000,-210.000
1493.6000,-210.000
1494.0000, -78.164
1494.4000, -83.534
1494.8000, -76.392
1495.2000, -74.838
1495.6000, -80.129
1496.0000, -75.281
1496.4000, -78.451
1496.8000, -77.332
1497.2000, -80.468
1497.6000, -76.305
1498.0000,-210.000
1498.4000, -75.999
1498.8000, -84.053
1499.2000, -79.419
1499.6000,-210.000
1500.0000, -77.869
1500.4000,-210.000
1500.8000, -83.838
1501.2000, -85.096
1501.6000,-210.000
1502.0000, -88.558
1502.4000, -74.939
1502.8000, -73.797
1503.2000, -74.037
1503.6000, -70.981
1504.0000, -70.906
1504.4000, -69.688
1504.8000, -69.338
1505.2000, -68.989
1505.6000, -69.209
1506.0000, -68.563
1506.4000, -67.959
1506.8000, -67.980
1507.2000, -67.881
1507.6000, -67.461
1508.0000, -67.185
1508.4000, -66.653
1508.8000, -66.647
1509.2000, -66.549
1509.6000, -66.129
1510.0000, -66.206
1510.4000, -66.278
1510.8000, -65.609
1511.2000, -66.615
1511.6000, -67.049
1512.0000, -66.956
1512.4000, -66.662
1512.8000, -66.007
1513.2000, -64.002
1513.6000, -62.387
1514.0000, -60.929
1514.4000, -59.900
1514.8000, -59.020
1515.2000, -58.603
1515.6000, -58.265
1516.0000, -58.196
1516.4000, -58.223
1516.8000, -58.279
1517.2000, -58.314
1517.6000, -58.518
1518.0000, -58.693
1518.4000, -58.844
1518.8000, -59.123
1519.2000, -59.303
1519.6000, -59.642
1520.0000, -59.940
1520.4000, -60.213
