74CSV  	
// AQ6374 OPTICAL SPECTRUM ANALYZER //                  
35
"CTRWL",1475.000000
"SPAN", 550.000000
"START WL",1200.000000
"STOP WL",1750.000000
"WLFREQ", 0
"REFL",-10.0
"LSCL",10.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       5501
"SMPLINTVL",0.1000
"HIGH1"
"MEAS"
"LSUNT",1
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"MEASWL",0
"SWPSPD",1
"MODELNAME","AQ6374"
"CHGPT",          0
"RESCAL0_0",       9917
"RESCAL0_1",      -1276
"RESCAL0_2",    1976740
"RESCAL1_0",      10084
"RESCAL1_1",          0
"RESCAL1_2",          0
"CORESIZE", 0






"[TRACE DATA]"
1200.0000,-210.000
1200.1000, -79.783
1200.2000, -78.071
1200.3000, -86.655
1200.4000, -77.615
1200.5000, -86.385
1200.6000,-210.000
1200.7000, -88.433
1200.8000, -88.654
1200.9000, -84.146
1201.0000, -82.925
1201.1000, -88.173
1201.2000, -80.079
1201.3000, -81.063
1201.4000, -85.746
1201.5000, -81.962
1201.6000, -82.346
1201.7000, -80.417
1201.8000, -81.192
1201.9000, -78.154
1202.0000, -84.197
1202.1000, -83.068
1202.2000, -82.722
1202.3000, -81.568
1202.4000, -80.205
1202.5000, -85.059
1202.6000, -81.409
1202.7000,-210.000
1202.8000,-210.000
1202.9000, -92.988
1203.0000, -80.478
1203.1000,-210.000
1203.2000, -81.999
1203.3000, -80.498
1203.4000, -88.240
1203.5000,-210.000
1203.6000, -80.209
1203.7000, -76.989
1203.8000, -81.451
1203.9000, -82.071
1204.0000,-210.000
1204.1000, -85.022
1204.2000, -85.641
1204.3000, -78.215
1204.4000, -83.301
1204.5000, -80.415
1204.6000, -83.153
1204.7000, -84.240
1204.8000, -78.062
1204.9000, -79.613
1205.0000,-210.000
1205.1000, -85.250
1205.2000, -76.751
1205.3000, -84.190
1205.4000, -85.372
1205.5000, -78.661
1205.6000,-210.000
1205.7000,-210.000
1205.8000, -81.928
1205.9000, -84.896
1206.0000, -90.661
1206.1000, -82.436
1206.2000, -78.592
1206.3000,-210.000
1206.4000,-210.000
1206.5000, -82.248
1206.6000, -85.536
1206.7000, -82.988
1206.8000, -81.817
1206.9000,-101.323
1207.0000, -80.909
1207.1000, -82.716
1207.2000, -83.239
1207.3000, -81.215
1207.4000, -81.353
1207.5000, -86.468
1207.6000,-210.000
1207.7000, -79.626
1207.8000,-210.000
1207.9000,-210.000
1208.0000, -79.378
1208.1000, -79.048
1208.2000, -89.519
1208.3000,-210.000
1208.4000, -80.469
1208.5000, -81.477
1208.6000, -92.403
1208.7000, -86.257
1208.8000,-101.013
1208.9000,-210.000
1209.0000, -82.879
1209.1000, -92.127
1209.2000,-210.000
1209.3000, -84.791
1209.4000, -80.269
1209.5000, -80.292
1209.6000, -79.457
1209.7000,-210.000
1209.8000,-210.000
1209.9000,-210.000
1210.0000,-210.000
1210.1000, -78.017
1210.2000,-210.000
1210.3000, -79.070
1210.4000, -84.098
1210.5000, -81.182
1210.6000, -81.533
1210.7000, -84.915
1210.8000, -79.017
1210.9000,-210.000
1211.0000, -83.453
1211.1000, -79.950
1211.2000,-210.000
1211.3000, -82.054
1211.4000, -82.850
1211.5000, -81.365
1211.6000, -81.496
1211.7000,-210.000
1211.8000,-210.000
1211.9000, -83.513
1212.0000, -96.957
1212.1000,-210.000
1212.2000, -78.240
1212.3000,-210.000
1212.4000, -78.370
1212.5000,-210.000
1212.6000, -77.614
1212.7000, -87.167
1212.8000, -82.953
1212.9000,-210.000
1213.0000, -81.423
1213.1000, -82.589
1213.2000, -83.201
1213.3000, -85.051
1213.4000,-210.000
1213.5000, -81.619
1213.6000, -97.483
1213.7000, -81.427
1213.8000, -85.949
1213.9000, -81.265
1214.0000, -93.612
1214.1000, -79.855
1214.2000,-210.000
1214.3000,-210.000
1214.4000,-210.000
1214.5000, -80.681
1214.6000, -81.313
1214.7000, -84.799
1214.8000, -80.688
1214.9000, -81.068
1215.0000,-210.000
1215.1000,-210.000
1215.2000, -83.327
1215.3000, -81.027
1215.4000, -80.788
1215.5000,-210.000
1215.6000,-103.453
1215.7000,-210.000
1215.8000, -89.675
1215.9000,-210.000
1216.0000, -82.677
1216.1000, -79.512
1216.2000, -86.775
1216.3000,-210.000
1216.4000, -81.997
1216.5000, -80.576
1216.6000, -81.635
1216.7000, -81.823
1216.8000, -82.177
1216.9000, -85.261
1217.0000,-210.000
1217.1000, -84.699
1217.2000,-210.000
1217.3000, -80.229
1217.4000, -80.192
1217.5000, -79.404
1217.6000, -79.870
1217.7000, -80.325
1217.8000, -90.005
1217.9000, -80.597
1218.0000, -90.954
1218.1000, -82.043
1218.2000, -77.386
1218.3000, -82.163
1218.4000, -90.111
1218.5000,-210.000
1218.6000, -81.208
1218.7000, -93.778
1218.8000, -82.365
1218.9000, -81.504
1219.0000,-210.000
1219.1000, -82.449
1219.2000, -85.381
1219.3000, -90.567
1219.4000, -83.773
1219.5000, -79.820
1219.6000, -79.630
1219.7000,-210.000
1219.8000, -79.572
1219.9000, -79.869
1220.0000, -89.652
1220.1000, -80.768
1220.2000, -78.087
1220.3000, -82.885
1220.4000, -81.892
1220.5000, -78.228
1220.6000, -86.580
1220.7000,-210.000
1220.8000, -84.852
1220.9000, -84.033
1221.0000, -87.252
1221.1000, -83.712
1221.2000,-210.000
1221.3000,-210.000
1221.4000,-210.000
1221.5000, -83.432
1221.6000,-210.000
1221.7000, -81.038
1221.8000, -85.506
1221.9000,-210.000
1222.0000, -84.620
1222.1000,-210.000
1222.2000, -80.703
1222.3000, -78.777
1222.4000, -78.744
1222.5000,-210.000
1222.6000, -98.440
1222.7000, -81.700
1222.8000, -80.241
1222.9000, -77.600
1223.0000, -81.368
1223.1000, -86.218
1223.2000, -84.482
1223.3000,-210.000
1223.4000, -82.008
1223.5000, -85.398
1223.6000, -82.932
1223.7000, -84.550
1223.8000,-210.000
1223.9000, -82.663
1224.0000, -80.692
1224.1000, -81.553
1224.2000, -77.357
1224.3000, -81.555
1224.4000,-210.000
1224.5000, -84.621
1224.6000, -76.976
1224.7000, -81.988
1224.8000, -80.359
1224.9000, -83.102
1225.0000,-210.000
1225.1000, -86.620
1225.2000,-210.000
1225.3000, -87.079
1225.4000, -80.487
1225.5000, -83.309
1225.6000, -80.911
1225.7000, -80.318
1225.8000, -86.399
1225.9000, -86.919
1226.0000,-210.000
1226.1000, -93.718
1226.2000, -80.602
1226.3000, -88.552
1226.4000, -82.782
1226.5000, -84.267
1226.6000, -76.756
1226.7000, -79.035
1226.8000, -79.288
1226.9000, -80.031
1227.0000, -80.909
1227.1000, -78.385
1227.2000, -80.888
1227.3000, -79.927
1227.4000, -80.537
1227.5000, -83.984
1227.6000, -80.227
1227.7000,-111.449
1227.8000, -83.683
1227.9000, -87.046
1228.0000,-210.000
1228.1000, -81.319
1228.2000, -83.449
1228.3000, -84.834
1228.4000, -83.996
